UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Elon Musk,@elonmusk,2010-06-04T18:31:57.000Z,"Elon Musk
@elonmusk
·
Jun 4, 2010","Please ignore prior tweets, as that was someone pretending to be me :)  This is actually me.
795
592
5.3K",,795,592,5.3K,[],https://twitter.com/elonmusk/status/15434727182
